trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
109,False,"{'a': 0.01, 'e': 0.3362164937067333}",20,8,17.433634626558455,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.01, 'e': 0.33287108369807955}",20,0,-64.68748652881817,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
111,False,"{'a': 0.01, 'e': 0.32955896107518906}",25,17,1.643355414755092,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
112,False,"{'a': 0.01, 'e': 0.32627979462303947}",25,0,-40.359856500926966,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
113,False,"{'a': 0.01, 'e': 0.3230332564222529}",20,11,14.211039715793493,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.01, 'e': 0.31981902181630384}",20,11,-7.804621048023613,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
115,False,"{'a': 0.01, 'e': 0.31663676937905316}",35,0,-40.282631386574934,"{0: 30, 1: 1, 2: 3, 3: 0, 4: 1}",0
116,False,"{'a': 0.01, 'e': 0.3134861808826053}",20,11,-43.44962298110782,"{0: 5, 1: 0, 2: 3, 3: 1, 4: 0}",1
117,False,"{'a': 0.01, 'e': 0.31036694126548503}",25,6,-0.6375910117360382,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
118,False,"{'a': 0.01, 'e': 0.30727873860113125}",20,3,14.979193025937256,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
119,False,"{'a': 0.01, 'e': 0.3042212640667041}",25,11,-32.65056096805364,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
120,False,"{'a': 0.01, 'e': 0.30119421191220214}",25,11,16.2996182084638,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.01, 'e': 0.2981972794298874}",25,5,-31.151007637779703,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
122,False,"{'a': 0.01, 'e': 0.2952301669240142}",20,0,10.949104172901714,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
123,False,"{'a': 0.01, 'e': 0.2922925776808594}",30,20,7.693212024585604,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
124,False,"{'a': 0.01, 'e': 0.2893842179390506}",20,0,13.05800385804679,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
125,False,"{'a': 0.01, 'e': 0.2865047968601901}",30,7,-3.194808868329803,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
126,False,"{'a': 0.01, 'e': 0.2836540264997704}",20,10,-5.611996208213215,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
127,False,"{'a': 0.01, 'e': 0.2808316217783798}",25,5,17.744936281570226,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.01, 'e': 0.27803730045319414}",20,0,-17.398953803511425,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
129,False,"{'a': 0.01, 'e': 0.27527078308975234}",20,0,-22.615457565255696,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
130,False,"{'a': 0.01, 'e': 0.2725317930340126}",20,0,-6.257594756390873,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
131,False,"{'a': 0.01, 'e': 0.2698200563846868}",35,21,-18.81207248567313,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
132,False,"{'a': 0.01, 'e': 0.26713530196585034}",30,22,-18.644619803811594,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
133,False,"{'a': 0.01, 'e': 0.26447726129982396}",20,3,25.637016272593936,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.01, 'e': 0.261845668580326}",30,2,-2.9282640559612534,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 0}",1
135,False,"{'a': 0.01, 'e': 0.2592402606458915}",20,0,2.687504360527491,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
136,False,"{'a': 0.01, 'e': 0.2566607769535559}",20,11,-2.7336494720758617,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
137,False,"{'a': 0.01, 'e': 0.25410695955280027}",30,19,21.662607705415763,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.01, 'e': 0.25157855305975646}",20,9,10.315156937248329,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.01, 'e': 0.24907530463166816}",25,3,-23.83159121489273,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 0}",1
140,False,"{'a': 0.01, 'e': 0.24659696394160643}",30,14,-66.91340356447452,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
141,False,"{'a': 0.01, 'e': 0.2441432831534371}",30,0,24.030554984865752,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
142,False,"{'a': 0.01, 'e': 0.24171401689703645}",20,9,-33.673322239017615,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
143,False,"{'a': 0.01, 'e': 0.23930892224375455}",25,4,-52.178135089988395,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 2}",1
144,False,"{'a': 0.01, 'e': 0.23692775868212176}",20,5,23.9957262174847,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.01, 'e': 0.23457028809379765}",20,11,-26.612362690009196,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
146,False,"{'a': 0.01, 'e': 0.23223627472975883}",25,0,7.329312631834813,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
147,False,"{'a': 0.01, 'e': 0.22992548518672384}",20,0,-62.71780145257327,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",0
148,False,"{'a': 0.01, 'e': 0.22763768838381274}",25,12,12.10254035467533,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
149,False,"{'a': 0.01, 'e': 0.22537265553943872}",20,0,-16.176623027081906,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
150,False,"{'a': 0.01, 'e': 0.22313016014842982}",25,11,12.965866996005506,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.01, 'e': 0.2209099779593782}",25,9,-48.517397856542246,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 1}",1
152,False,"{'a': 0.01, 'e': 0.21871188695221475}",25,10,26.54264633944216,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.01, 'e': 0.21653566731600707}",20,5,13.55566275374897,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.01, 'e': 0.21438110142697794}",25,16,3.02286030302095,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.01, 'e': 0.21224797382674304}",25,11,12.310717875062014,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.01, 'e': 0.21013607120076472}",20,0,26.487095030877967,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
157,False,"{'a': 0.01, 'e': 0.20804518235702046}",25,0,8.743342063914806,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
158,False,"{'a': 0.01, 'e': 0.20597509820488344}",20,0,3.4536263002702574,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
159,False,"{'a': 0.01, 'e': 0.20392561173421342}",30,16,24.111079828744735,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.01, 'e': 0.20189651799465538}",25,6,0.4330899514084414,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
161,False,"{'a': 0.01, 'e': 0.1998876140751445}",20,4,-0.35812978335676693,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
162,False,"{'a': 0.01, 'e': 0.19789869908361465}",25,16,18.627534799353132,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.01, 'e': 0.19592957412690934}",20,10,15.583873253041258,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.01, 'e': 0.19398004229089189}",35,4,-128.2986694546544,"{0: 24, 1: 1, 2: 2, 3: 1, 4: 3}",1
165,False,"{'a': 0.01, 'e': 0.19204990862075408}",20,8,19.245076708517114,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.01, 'e': 0.1901389801015205}",30,4,30.366427946803277,"{0: 24, 1: 2, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.01, 'e': 0.1882470656387468}",30,20,17.687149583603816,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.01, 'e': 0.18637397603940997}",20,10,-15.424618795411975,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
169,False,"{'a': 0.01, 'e': 0.18451952399298926}",30,8,26.854201604637396,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.01, 'e': 0.18268352405273466}",25,1,35.08270500754335,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.01, 'e': 0.1808657926171221}",20,7,19.135290929221522,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.01, 'e': 0.17906614791149322}",20,10,17.26024428777461,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.01, 'e': 0.17728440996987782}",20,14,-0.2777176772034833,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.01, 'e': 0.17552040061699686}",20,10,20.0433479313514,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.01, 'e': 0.17377394345044514}",20,10,11.132392623469446,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.01, 'e': 0.17204486382305054}",20,11,17.455830679503716,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.01, 'e': 0.17033298882540943}",30,3,-27.924740308996693,"{0: 23, 1: 2, 2: 1, 3: 0, 4: 1}",1
178,False,"{'a': 0.01, 'e': 0.1686381472685955}",25,0,-2.9022873641283367,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
179,False,"{'a': 0.01, 'e': 0.1669601696670407}",25,7,14.356746404876368,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.01, 'e': 0.16529888822158653}",25,2,-36.31241391226692,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 1}",1
181,False,"{'a': 0.01, 'e': 0.16365413680270405}",25,17,9.67399262345392,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.01, 'e': 0.16202575093388075}",30,11,-5.602266403850681,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
183,False,"{'a': 0.01, 'e': 0.16041356777517274}",20,7,17.101145759750658,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.01, 'e': 0.15881742610692068}",20,8,7.231208322880773,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.01, 'e': 0.1572371663136276}",25,1,20.882983226016137,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.01, 'e': 0.1556726303679973}",20,15,9.694247867193111,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.01, 'e': 0.1541236618151314}",20,6,21.692938663181128,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.01, 'e': 0.15259010575688386}",20,14,14.584076985598987,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.01, 'e': 0.15107180883637084}",20,12,-11.923321452036443,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
190,False,"{'a': 0.01, 'e': 0.14956861922263504}",30,18,20.77477543424028,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.01, 'e': 0.14808038659546244}",30,14,7.246065019695244,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
192,False,"{'a': 0.01, 'e': 0.14660696213035015}",25,16,7.041068412290086,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.01, 'e': 0.14514819848362373}",30,17,11.899431531084666,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.01, 'e': 0.14370394977770293}",25,8,-17.62599426947962,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
195,False,"{'a': 0.01, 'e': 0.1422740715865136}",20,0,-50.93952498680211,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
196,False,"{'a': 0.01, 'e': 0.140858420921045}",20,1,29.653983607918956,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.01, 'e': 0.13945685621505094}",30,21,17.89720714366085,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.01, 'e': 0.13806923731089282}",20,9,-20.304409373055993,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
199,False,"{'a': 0.01, 'e': 0.13669542544552385}",25,17,13.917454411213019,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.01, 'e': 0.1353352832366127}",20,0,30.041995625616664,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
201,False,"{'a': 0.01, 'e': 0.13398867466880493}",30,0,-13.73249961564748,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
202,False,"{'a': 0.01, 'e': 0.13265546508012172}",20,0,27.507629994335446,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
203,False,"{'a': 0.01, 'e': 0.13133552114849303}",20,0,33.83023137055983,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
204,False,"{'a': 0.01, 'e': 0.1300287108784259}",30,13,24.92706335721567,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.01, 'e': 0.12873490358780423}",35,21,21.275791953925147,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.01, 'e': 0.12745396989482075}",30,7,14.509277070419358,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
207,False,"{'a': 0.01, 'e': 0.12618578170503877}",20,7,-0.5003591510014029,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
208,False,"{'a': 0.01, 'e': 0.12493021219858241}",25,0,-12.171734339273199,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
209,False,"{'a': 0.01, 'e': 0.12368713581745483}",20,10,15.380814235958551,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.01, 'e': 0.1224564282529819}",20,10,-25.834574079703536,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
211,False,"{'a': 0.01, 'e': 0.12123796643338168}",30,16,24.71412438887119,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.01, 'e': 0.12003162851145673}",25,0,18.283733766942298,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
213,False,"{'a': 0.01, 'e': 0.11883729385240965}",25,17,12.886600404937342,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.01, 'e': 0.11765484302177918}",30,17,20.75652942039814,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.01, 'e': 0.11648415777349697}",20,10,-5.28960086792927,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
216,False,"{'a': 0.01, 'e': 0.11532512103806251}",20,13,13.669141569517905,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.01, 'e': 0.1141776169108365}",35,19,28.13692106251386,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.01, 'e': 0.11304153064044985}",30,11,13.937050740592667,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.01, 'e': 0.11191674861732888}",25,13,-7.953999263802145,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
220,False,"{'a': 0.01, 'e': 0.11080315836233387}",20,8,22.333269996038172,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.01, 'e': 0.10970064851551141}",25,8,27.909771039239143,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.01, 'e': 0.10860910882495796}",35,20,-25.071979991962543,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
223,False,"{'a': 0.01, 'e': 0.10752843013579495}",20,9,2.5193387438035493,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.01, 'e': 0.1064585043792528}",20,6,20.4253449716851,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.01, 'e': 0.10539922456186433}",30,14,22.58085184757062,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.01, 'e': 0.104350484754765}",20,0,-12.94819268844598,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
227,False,"{'a': 0.01, 'e': 0.1033121800831002}",25,8,30.71391243428683,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.01, 'e': 0.10228420671553744}",20,0,28.284819319430337,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
229,False,"{'a': 0.01, 'e': 0.1012664618538834}",25,2,16.91443503208542,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.01, 'e': 0.1002588437228037}",20,10,15.909698333427244,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.01, 'e': 0.09926125155964566}",25,11,10.029021476729996,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.01, 'e': 0.09827358560436154}",20,14,11.618332375544826,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.01, 'e': 0.09729574708953276}",30,8,31.610005981447383,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.01, 'e': 0.09632763823049303}",20,15,7.331757883413452,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.01, 'e': 0.09536916221554961}",20,12,13.950405305419185,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.01, 'e': 0.09442022319630235}",20,12,12.705098841756595,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.01, 'e': 0.09348072627805847}",20,13,0.6462572322786,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.01, 'e': 0.09255057751034329}",35,24,19.076547540347015,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.01, 'e': 0.09162968387750484}",20,9,-23.42221641044788,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
240,False,"{'a': 0.01, 'e': 0.09071795328941251}",30,21,16.470727797165015,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.01, 'e': 0.08981529457224763}",20,0,22.378114774263512,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
242,False,"{'a': 0.01, 'e': 0.08892161745938634}",25,0,-38.86720817358623,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
243,False,"{'a': 0.01, 'e': 0.08803683258237255}",20,15,9.332325705633856,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.01, 'e': 0.0871608514619813}",30,13,23.899378080684574,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.01, 'e': 0.0862935864993705}",20,10,10.161518350287531,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.01, 'e': 0.08543495096732123}",25,0,18.215346368610877,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
247,False,"{'a': 0.01, 'e': 0.08458485900156469}",25,10,25.289603943487066,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.01, 'e': 0.08374322559219596}",20,9,6.169776465330588,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.01, 'e': 0.08290996657517266}",20,14,-31.412362325642473,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
250,False,"{'a': 0.01, 'e': 0.0820849986238988}",25,9,29.153121937110505,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.01, 'e': 0.08126823924089167}",20,14,15.082456380532673,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.01, 'e': 0.08045960674953244}",20,6,16.59721115401778,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.01, 'e': 0.07965902028589801}",20,0,30.637085586887046,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
254,False,"{'a': 0.01, 'e': 0.07886639979067495}",30,22,14.623209926431326,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.01, 'e': 0.07808166600115313}",35,27,14.482983607549965,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.01, 'e': 0.07730474044329974}",25,19,9.245511998974706,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.01, 'e': 0.07653554542391151}",25,10,8.279018282000967,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.01, 'e': 0.07577400402284548}",20,9,19.44207336744318,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.01, 'e': 0.07502004008532698}",20,0,10.700777587089195,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
260,False,"{'a': 0.01, 'e': 0.07427357821433388}",20,0,20.255857192160832,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
261,False,"{'a': 0.01, 'e': 0.0735345437630571}",20,14,11.558563082696526,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.01, 'e': 0.07280286282743559}",25,12,22.109131861610948,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.01, 'e': 0.0720784622387661}",20,6,7.6623326925845845,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.01, 'e': 0.07136126955638605}",30,13,27.765082545935268,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.01, 'e': 0.0706512130604296}",20,9,0.7174110441372417,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
266,False,"{'a': 0.01, 'e': 0.06994822174465536}",20,13,11.693990296081694,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.01, 'e': 0.069252225309346}",25,14,-32.09772120780994,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
268,False,"{'a': 0.01, 'e': 0.06856315415427791}",25,11,22.053951326223256,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.01, 'e': 0.06788093937176144}",25,0,23.4379465098855,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
270,False,"{'a': 0.01, 'e': 0.06720551273974976}",30,11,20.36072988292519,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.01, 'e': 0.06653680671501686}",30,11,25.25542868535305,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.01, 'e': 0.06587475442640295}",30,8,33.63884135126544,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.01, 'e': 0.06521928966812753}",20,12,16.843828839989268,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.01, 'e': 0.06457034689316847}",30,18,5.02132248349181,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.01, 'e': 0.06392786120670757}",20,10,18.04016767839178,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.01, 'e': 0.0632917683596407}",20,0,28.586351229148782,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
277,False,"{'a': 0.01, 'e': 0.06266200474215315}",35,4,39.78577905450245,"{0: 30, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.01, 'e': 0.06203850737735829}",25,19,11.131777453057111,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.01, 'e': 0.06142121391500013}",20,0,20.781204216254384,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
280,False,"{'a': 0.01, 'e': 0.06081006262521795}",25,9,7.18772115401404,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
281,False,"{'a': 0.01, 'e': 0.06020499239237354}",20,5,22.329817975304277,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.01, 'e': 0.05960594270893937}",20,0,24.48479802596587,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
283,False,"{'a': 0.01, 'e': 0.05901285366944784}",30,16,20.33850155023574,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.01, 'e': 0.05842566596450083}",30,15,27.552883004985688,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.01, 'e': 0.057844320874838456}",25,8,7.645124413952353,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
286,False,"{'a': 0.01, 'e': 0.05726876026546736}",20,0,29.318109898993534,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
287,False,"{'a': 0.01, 'e': 0.0566989265798469}",35,18,16.085303679653347,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.01, 'e': 0.056134762834133725}",30,13,-21.57874132788275,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
289,False,"{'a': 0.01, 'e': 0.05557621261148306}",25,17,15.761922774340697,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.01, 'e': 0.05502322005640723}",30,23,12.238518204278813,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.01, 'e': 0.05447572986918986}",25,20,10.080761979942105,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.01, 'e': 0.05393368730035602}",25,16,16.92680597514123,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.01, 'e': 0.053397038145197084}",30,12,9.175764722437476,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
